ПРАЙС-ЛИСТ;;;;;
Модель;Тип товара;ОЕ;TERMAL;Цена;Наличие
242808K Mitsubushi L200 2.0-2.4 M 96-;Радиатор охлаждения;MR127850;242808K;3 390,00;+
242809R Mitsubishi L200 2.5 D M 96- О.Е. MR127853;Радиатор охлаждения;MR127853;242809R                  ;3 520,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660566;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660568;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660569;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB845791;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB890505;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB924972;242839H                  ;1 920,00;+
242839H Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB957758;242839H                  ;1 920,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660566;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660568;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB660569;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB845791;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB890505;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB924972;242839JP;2 350,00;+
242839JP Mitsubishi Galant MT 1.8-2.5 (93-96);Радиатор охлаждения;MB957758;242839JP;2 350,00;+
242845H Mitsubishi Galant 50  A  93-96 ;Радиатор охлаждения;MB845797;242845H                  ;2 580,00;+
242845H Mitsubishi Galant 50  A  93-96 ;Радиатор охлаждения;MB845810;242845H                  ;2 580,00;+
242845H Mitsubishi Galant 50  A  93-96 ;Радиатор охлаждения;MB845814;242845H                  ;2 580,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB660212;242847H                  ;2 520,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB660213;242847H                  ;2 520,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB906097;242847H                  ;2 520,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB924249;242847H                  ;2 520,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB924250;242847H                  ;2 520,00;+
242847H Mitsubishi Space Wagon А 92-98;Радиатор охлаждения;MB924254;242847H                  ;2 520,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR187961;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR187964;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR188958;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR204532;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR204591;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR258546;242849H                  ;2 020,00;+
242849H Mitsubishi Colt /Lancer 1.3-1.6 AT/MT (96-03);Радиатор охлаждения;MR299619;242849H                  ;2 020,00;+
242850K  Mitsubishi Diamant 92-96 A ;Радиатор охлаждения;MB660673;242850K;4 410,00;+
242852R Mitsubishi Pagero (90-) 2.8TD MT (RHD);Радиатор охлаждения;MB890954;242852R                 ;3 430,00;+
2428551J Mitsubishi Delica, L400, SpaceGeer 3.0 M/A;Радиатор охлаждения;MR126104;2428551J;2 800,00;+
242855H Mitsubishi SpaceGeer M/A 94-;Радиатор охлаждения;MR127889;242855H                  ;3 450,00;+
242857H Mitsubishi Carisma M ;Радиатор охлаждения;DMX102090;242857H;2 500,00;+
242857H Mitsubishi Carisma M ;Радиатор охлаждения;MB925637;242857H;2 500,00;+
242857H Mitsubishi Carisma M ;Радиатор охлаждения;MR299522;242857H;2 500,00;+
242857JP  Mitsubishi Carisma M;Радиатор охлаждения;DMX102090;242857JP;2 500,00;+
242857JP  Mitsubishi Carisma M;Радиатор охлаждения;MB925637;242857JP;2 500,00;+
242857JP  Mitsubishi Carisma M;Радиатор охлаждения;MR299522;242857JP;2 500,00;+
242860H  Mitsubishi Carisma A 96-99  O.E.MB925638;Радиатор охлаждения;MB925638;242860H                 ;2 320,00;+
242860H  Mitsubishi Carisma A 96-99  O.E.MB925638;Радиатор охлаждения;MR299523;242860H                 ;2 320,00;+
242864H  Mitsubishi Pajero V 31-32 A 2.5D  94- O.E. MB422130;Радиатор охлаждения;MB422130;242864H                  ;3 960,00;+
242866R  Mitsubishi Eclipse A 95-без турбины;Радиатор охлаждения;MR127911;242866R                  ;2 900,00;+
242867R  Mitsubishi Eclipse A 95-  с турбиной;Радиатор охлаждения;MR127908;242867R                  ;2 840,00;+
242867R  Mitsubishi Eclipse A 95-  с турбиной;Радиатор охлаждения;MR127909;242867R                  ;2 840,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR212449;242869H                  ;1 760,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR212454;242869H                  ;1 760,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR212455;242869H                  ;1 760,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR258801;242869H                  ;1 760,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR281667;242869H                  ;1 760,00;+
242869H Mitsubishi Galant 2,0-2,4-2,5 A 96-;Радиатор охлаждения;MR281668;242869H                  ;1 760,00;+
242890J Mitsubishi L200 D A  07-;Радиатор охлаждения;1350A348;242890J                  ;3 550,00;+
242890J Mitsubishi L200 D A  07-;Радиатор охлаждения;MN135032;242890J                  ;3 550,00;+
242891H Mitsubishi Lancer IX 2001-2007 М;Радиатор охлаждения;MR968857;242891H                  ;1 920,00;+
242893JP Mitsubishi Outlander 2001- A;Радиатор охлаждения;MR431506;242893JP;2 540,00;+
242893JP Mitsubishi Outlander 2001- A;Радиатор охлаждения;MR993742;242893JP;2 540,00;+
242893JP Mitsubishi Outlander 2001- A;Радиатор охлаждения;MR993927;242893JP;2 540,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497741;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497744;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497745;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529744;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529745;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529746;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 571274;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 993259;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR968857;242894H                  ;1 920,00;+
242894H Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR968858;242894H                  ;1 920,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497741;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497744;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497745;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529744;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529745;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529746;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 571274;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 993259;242894HA      ;2 450,00;+
242894HA Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR968858;242894HA      ;2 450,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497741;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497744;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 497745;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529744;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529745;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 529746;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 571274;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR 993259;242894JP      ;1 920,00;+
242894JP Mitsubishi Lancer 03-07 AT/MT;Радиатор охлаждения;MR968858;242894JP      ;1 920,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1330.T2;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1330.V1;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1330.V6;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1330T0;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1350A050;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1350A297;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1608172180;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;1608172380;2428952JP                ;1 970,00;+
2428952JP Mitsubishi Lancer X / Outlander XL (07-) ;Радиатор охлаждения;MN156092;2428952JP                ;1 970,00;+
2428952K Mitsubishi Lancer X 2007- M ;Радиатор охлаждения;1330.T2;2428952K;2 510,00;+
2428952K Mitsubishi Lancer X 2007- M ;Радиатор охлаждения;1330.V6;2428952K;2 510,00;+
2428952K Mitsubishi Lancer X 2007- M ;Радиатор охлаждения;1350A297;2428952K;2 510,00;+
2428952K Mitsubishi Lancer X 2007- M ;Радиатор охлаждения;MN156092;2428952K;2 510,00;+
242904J Mitsubushi Eclipse A 06-;Радиатор охлаждения;MN 180280;242904J;5 540,00;+
242904J Mitsubushi Eclipse A 06-;Радиатор охлаждения;MN 180281;242904J;5 540,00;+
247100J Mitsubishi Colt/Lancer (92-) 1.3-1.5 MT;Радиатор охлаждения;MB660540;247100J;2 390,00;+
247100J Mitsubishi Colt/Lancer (92-) 1.3-1.5 MT;Радиатор охлаждения;MB660558;247100J;2 390,00;+
247100J Mitsubishi Colt/Lancer (92-) 1.3-1.5 MT;Радиатор охлаждения;MB660561;247100J;2 390,00;+
247100J Mitsubishi Colt/Lancer (92-) 1.3-1.5 MT;Радиатор охлаждения;MB660596;247100J;2 390,00;+
247362R Mitsubishi Lancer X 1.5 AT;Радиатор охлаждения;1350A297;247362R;3 330,00;+
247362R Mitsubishi Lancer X 1.5 AT;Радиатор охлаждения;1350A298;247362R;3 330,00;+
247362R Mitsubishi Lancer X 1.5 AT;Радиатор охлаждения;MN156092;247362R;3 330,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;25300-43000;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;25300-43820;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;MB127772;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;MB356340;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;MB356341;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;MB356342;247501J                  ;2 600,00;+
247501J Mitsubishi L300/Delica A 87-94;Радиатор охлаждения;MB356378;247501J                  ;2 600,00;+
247506F Mitsubishi Pajero Sport (08-13) 3.2D AT/MT +/-;Радиатор охлаждения;1350A396;247506F;4 050,00;+
247506F Mitsubishi Pajero Sport (08-13) 3.2D AT/MT +/-;Радиатор охлаждения;1350A397;247506F;4 050,00;+
248154JP  Mitsubishi Pajero Sport 3,0 A 10/98-;Радиатор охлаждения;MN153206;248154JP;2 450,00;+
248154JP  Mitsubishi Pajero Sport 3,0 A 10/98-;Радиатор охлаждения;MR239626;248154JP;2 450,00;+
248154JP  Mitsubishi Pajero Sport 3,0 A 10/98-;Радиатор охлаждения;MR239627;248154JP;2 450,00;+
248157HA Mitsubishi Pajero A 3.5 V6 94-00;Радиатор охлаждения;MB890950;248157HA;3 170,00;+
248157HA Mitsubishi Pajero A 3.5 V6 94-00;Радиатор охлаждения;MB890951;248157HA;3 170,00;+
248158J Mitsubishi Pajero Pinin 1.8-2.0 10/99-;Радиатор охлаждения;MR373172;248158J;2 870,00;+
248180J Mitsubishi Eclipse А 01- О.Е. MR431145;Радиатор охлаждения;MR355474;248180J                  ;2 820,00;+
248180J Mitsubishi Eclipse А 01- О.Е. MR431145;Радиатор охлаждения;MR373101;248180J                  ;2 820,00;+
248180J Mitsubishi Eclipse А 01- О.Е. MR431145;Радиатор охлаждения;MR373102;248180J                  ;2 820,00;+
